date,open,high,low,close,volume
2021-03-26,54313.0,56029.0,53104.5,55451.5,156.98983164
2021-03-27,55531.0,57137.5,54200.5,56690.5,93.99602123
2021-03-28,56810.0,57087.5,55246.0,56393.0,205.10686927
2021-03-29,56556.5,58988.5,56532.5,58664.0,534.87592264
2021-03-30,58638.5,60595.0,58105.0,58872.0,367.20719853
2021-03-31,58802.0,60515.5,57477.5,59606.0,344.82630339
2021-04-01,59648.5,61133.5,58640.5,60278.0,837.26303957
2021-04-02,60277.0,60513.0,59121.0,59782.5,427.69644066
2021-04-03,59868.0,60441.0,56761.5,57896.5,509.42272996
2021-04-04,57974.0,58886.5,57037.0,57535.5,367.03557524
2021-04-05,57535.0,60041.5,57000.0,58959.0,525.46436252
2021-04-06,58948.0,59500.0,57500.0,58135.0,256.70709148
2021-04-07,58042.0,58150.0,55598.0,57068.0,917.17689993
2021-04-08,57089.5,58373.0,56371.0,57950.5,907.50768226
2021-04-09,57950.5,57950.5,57950.5,57950.5,0
