date,open,high,low,close,volume
2026-06-18,64392.5,64625.0,62435.0,62557.5,5.15975241
2026-06-19,62612.5,63877.5,62362.5,63760.0,36.27234769
2026-06-20,63607.5,64575.0,63210.0,64180.0,11.73285523
2026-06-21,64237.5,64795.0,63325.0,64210.0,21.7302771
2026-06-22,64155.0,65627.5,62595.0,62880.0,30.44816077
2026-06-23,62827.5,63097.5,61907.5,62617.5,35.53750967
2026-06-24,62622.5,63172.5,59122.5,61847.5,70.04744122
2026-06-25,61805.0,61805.0,58045.0,60540.0,141.15459603
2026-06-26,60392.5,60542.5,58480.0,60532.5,147.26517964
2026-06-27,60525.0,60902.5,59767.5,60212.5,49.43886917
2026-06-28,60145.0,60507.5,58777.5,60055.0,30.12771902
2026-06-29,59957.5,60702.5,58967.5,59487.5,104.2095502
2026-06-30,59480.0,59505.0,57692.5,58702.5,46.22221777
2026-07-01,58730.0,61302.5,58297.5,60137.5,64.99622191
2026-07-02,60107.5,62132.5,60107.5,61732.5,80.67860322
2026-07-03,61775.0,62890.0,61495.0,62560.0,56.76155612
2026-07-04,62522.5,63407.5,62407.5,62995.0,37.02109353
2026-07-05,62975.0,63940.0,62450.0,63060.0,51.41565948
2026-07-06,63077.5,64665.0,61285.0,63032.5,149.05156549
2026-07-07,63062.5,64182.5,62442.5,62847.5,160.45133974
2026-07-08,62842.5,63195.0,61502.5,62960.0,179.56513593
2026-07-09,62957.5,64145.0,62420.0,63905.0,824.05606379
2026-07-10,63905.0,63905.0,63905.0,63905.0,0
