date,open,high,low,close,volume
2026-05-01,77137.5,78815.0,77137.5,78212.5,31.82030111
2026-05-02,78235.0,79112.5,78115.0,78397.5,15.1575298
2026-05-03,78355.0,80610.0,78287.5,79715.0,56.25089424
2026-05-04,79727.5,81280.0,78245.0,80855.0,73.39203591
2026-05-05,80870.0,81735.0,80567.5,81337.5,76.63513576
2026-05-06,81332.5,82807.5,80792.5,81522.5,63.12755426
2026-05-07,81500.0,81610.0,79222.5,79680.0,52.79970373
2026-05-08,79670.0,80675.0,79555.0,80272.5,29.39205359
2026-05-09,80267.5,81042.5,80212.5,80735.0,10.45430379
2026-05-10,80727.5,82470.0,80305.0,80757.5,39.92609959
2026-05-11,80747.5,82130.0,80472.5,80837.5,45.36328929
2026-05-12,80837.5,81272.5,79847.5,81010.0,67.7730259
2026-05-13,81002.5,81297.5,78765.0,79720.0,73.27045801
2026-05-14,79622.5,81982.5,78797.5,80805.0,1198.94502945
2026-05-15,80805.0,80805.0,80805.0,80805.0,0
