date,open,high,low,close,volume
2023-05-26,26535.0,26950.0,26400.0,26730.0,45.1847539
2023-05-27,26700.0,27315.0,26597.5,27260.0,35.22299654
2023-05-28,27245.0,28507.5,27150.0,27962.5,143.95086344
2023-05-29,27960.0,28025.0,27592.5,27797.5,107.21968041
2023-05-30,27795.0,28112.5,27050.0,27195.0,87.39383368
2023-05-31,27215.0,27362.5,26645.0,26840.0,58.67256593
2023-06-01,26822.5,27265.0,26550.0,27080.0,72.35672391
2023-06-02,27080.0,27352.5,26912.5,27225.0,240.50185902
2023-06-03,27222.5,27362.5,26985.0,27187.5,56.26478679
2023-06-04,27187.5,27500.0,26787.5,26877.5,63.86571647
2023-06-05,26877.5,26877.5,25420.0,25735.0,166.59296623
2023-06-06,25737.5,27430.0,25110.0,26847.5,267.384043
2023-06-07,26837.5,26982.5,26167.5,26457.5,337.93166434
2023-06-08,26440.0,26850.0,26305.0,26480.0,467.77832322
2023-06-09,26480.0,26480.0,26480.0,26480.0,0
