date,open,high,low,close,volume
2022-01-28,36716.0,37974.0,36153.0,37797.5,267.238099
2022-01-29,37861.0,38678.5,37332.0,38275.0,149.12819836
2022-01-30,38225.0,38274.5,36665.0,37116.5,139.14566176
2022-01-31,37159.0,38691.5,36838.5,38443.0,143.218823
2022-02-01,38453.5,39257.0,38008.5,38287.5,135.16346918
2022-02-02,38368.5,38761.5,36626.0,37095.5,171.72684954
2022-02-03,37075.0,38199.0,36274.0,37884.0,265.74041422
2022-02-04,37932.0,41886.0,37315.5,41369.5,452.26422937
2022-02-05,41371.0,41877.0,40930.0,41600.0,212.49317134
2022-02-06,41600.0,42933.5,41107.5,42719.0,291.769328
2022-02-07,42692.5,45451.0,42222.0,44850.0,470.65943787
2022-02-08,44887.5,44887.5,42673.5,43825.0,415.7912741
2022-02-09,43840.0,44786.0,43212.0,44088.5,538.54548438
2022-02-10,44087.0,45781.0,42635.5,43328.0,834.8252259
2022-02-11,43328.0,43328.0,43328.0,43328.0,0
