date,open,high,low,close,volume
2022-04-29,39677.0,39677.0,38199.0,38695.5,71.25666093
2022-04-30,38597.5,38673.5,37369.5,37971.0,30.88988301
2022-05-01,38072.0,39148.0,37696.5,38968.5,60.82561808
2022-05-02,38901.5,39114.5,38062.5,38441.0,71.51754495
2022-05-03,38529.5,38741.0,37549.0,38727.0,45.61829911
2022-05-04,38807.5,39999.5,38679.0,39613.5,70.85505906
2022-05-05,39589.0,39589.0,35564.5,36364.5,235.27194466
2022-05-06,36330.0,36451.0,35261.0,35887.0,199.31023009
2022-05-07,35882.0,36101.5,34193.5,34585.5,217.96243975
2022-05-08,34572.5,34816.5,33186.0,33494.0,387.51161213
2022-05-09,33473.0,33735.0,29764.0,31664.5,1653.55963708
2022-05-10,31658.5,32380.5,30183.5,30612.0,615.66776727
2022-05-11,30590.0,32156.5,25338.0,27796.0,1680.88960063
2022-05-12,27755.0,30925.5,27082.0,30261.0,934.01689944
2022-05-13,30261.0,30261.0,30261.0,30261.0,0
