date,open,high,low,close,volume
2025-12-05,91872.5,92447.5,88170.0,89680.0,79.66971853
2025-12-06,89647.5,90322.5,89000.0,89410.0,59.02651598
2025-12-07,89365.0,92017.5,87787.5,91670.0,94.19786444
2025-12-08,91627.5,92397.5,89640.0,90580.0,65.12329225
2025-12-09,90627.5,94707.5,90035.0,92862.5,128.69809727
2025-12-10,92780.0,94615.0,89450.0,90332.5,175.88820377
2025-12-11,90355.0,93682.5,89430.0,92527.5,196.38013593
2025-12-12,92520.0,92747.5,89545.0,90385.0,116.96068071
2025-12-13,90417.5,90712.5,89875.0,90267.5,15.21363229
2025-12-14,90317.5,90317.5,87600.0,89787.5,111.39642156
2025-12-15,89717.5,90000.0,85182.5,86037.5,78.5421711
2025-12-16,86000.0,88200.0,85940.0,87050.0,62.19461455
2025-12-17,86965.0,90330.0,85300.0,86792.5,306.35369737
2025-12-18,86800.0,89447.5,84440.0,87822.5,1667.63615747
2025-12-19,87822.5,87822.5,87822.5,87822.5,0
