date,open,high,low,close,volume
2024-09-27,65652.5,66750.0,65470.0,65962.5,86.03231655
2024-09-28,65922.5,66100.0,65587.5,65685.0,20.9364955
2024-09-29,65615.0,66227.5,64300.0,64715.0,79.29590529
2024-09-30,64572.5,64572.5,63057.5,64200.0,96.78059008
2024-10-01,64137.5,64180.0,60242.5,61830.0,165.77177517
2024-10-02,61792.5,62495.0,60130.0,61065.0,122.98657734
2024-10-03,61027.5,61560.0,59960.0,61495.0,119.43969543
2024-10-04,61497.5,62570.0,60870.0,62180.0,157.11134476
2024-10-05,62177.5,62452.5,61795.0,62027.5,35.17661466
2024-10-06,62005.0,64047.5,61992.5,63605.0,199.63401901
2024-10-07,63620.0,64497.5,62032.5,62312.5,358.92317532
2024-10-08,62327.5,63235.0,61867.5,62277.5,172.84511461
2024-10-09,62250.0,62372.5,60290.0,60850.0,208.2244031
2024-10-10,60880.0,61262.5,58900.0,60702.5,445.42267509
2024-10-11,60702.5,60702.5,60702.5,60702.5,0
