date,open,high,low,close,volume
2024-03-01,61860.0,63630.0,61705.0,62560.0,120.23205047
2024-03-02,62535.0,62705.0,61927.5,62132.5,48.73896233
2024-03-03,62120.0,65030.0,61980.0,64587.5,242.83838062
2024-03-04,64692.5,69430.0,64655.0,66932.5,941.13540594
2024-03-05,66862.5,69912.5,59672.5,67200.0,833.1095048
2024-03-06,67185.0,68202.5,65202.5,66795.0,718.12710303
2024-03-07,66782.5,68450.0,66782.5,67770.0,434.20492234
2024-03-08,67775.0,70717.5,66470.0,68682.5,568.92938759
2024-03-09,68685.0,70110.0,68352.5,69830.0,224.44241913
2024-03-10,69820.0,71857.5,67352.5,71540.0,401.95093015
2024-03-11,71572.5,73112.5,71532.5,72417.5,743.67778228
2024-03-12,72405.0,73435.0,68790.0,73087.5,839.19986979
2024-03-13,73090.0,73927.5,71775.0,73342.5,340.24789178
2024-03-14,73357.5,73657.5,66720.0,68510.0,1213.10138272
2024-03-15,68510.0,68510.0,68510.0,68510.0,0
