date,open,high,low,close,volume
2025-12-26,93300.0,93617.5,91235.0,92077.5,13.16722394
2025-12-27,92115.0,92527.5,91852.5,92257.5,14.28593057
2025-12-28,92300.0,95062.5,91920.0,94297.5,15.09372178
2025-12-29,94315.0,94970.0,90605.0,91607.5,6.70734695
2025-12-30,91522.5,93495.0,91475.0,92555.0,19.25631781
2025-12-31,92655.0,93155.0,91160.0,91522.5,12.39230228
2026-01-01,91960.0,93037.5,91675.0,92727.5,3.78191382
2026-01-02,92775.0,95035.0,92595.0,93570.0,15.20547484
2026-01-03,93737.5,96115.0,93615.0,95857.5,13.62397462
2026-01-04,95685.0,98105.0,95230.0,96985.0,37.75228664
2026-01-05,97015.0,99322.5,96770.0,97695.0,67.74901594
2026-01-06,97902.5,99047.5,95762.5,97087.5,16.98556992
2026-01-07,97197.5,97200.0,93962.5,94640.0,6.12838795
2026-01-08,94742.5,95972.5,93550.0,95095.0,8.05487697
2026-01-09,94945.0,96415.0,94000.0,94662.5,7.48161546
2026-01-10,94885.0,95082.5,94617.5,94940.0,1.45708081
2026-01-11,94942.5,96975.0,94517.5,95752.5,16.93406692
2026-01-12,95700.0,96662.5,94285.0,96370.0,9.79582996
2026-01-13,96332.5,100675.0,96212.5,99877.5,21.35796108
2026-01-14,99837.5,103895.0,99447.5,101350.0,47.80344861
2026-01-15,101215.0,101982.5,99810.0,100332.5,12.23922832
2026-01-16,100265.0,100465.0,98932.5,99725.0,20.18474844
2026-01-17,99655.0,100362.5,99497.5,99695.0,7.60210483
2026-01-18,99797.5,100147.5,96472.5,97270.0,65.04147754
2026-01-19,97250.0,97870.0,95120.0,95450.0,47.59098977
2026-01-20,95400.0,95750.0,91975.0,93450.0,96.48018257
2026-01-21,93450.0,94825.0,91292.5,93922.5,64.40986659
2026-01-22,94022.5,94305.0,92647.5,93627.5,46.57273556
2026-01-23,93537.5,95312.5,92780.0,93717.5,51.5708144
2026-01-24,93697.5,93745.0,92765.0,92765.0,11.38035405
2026-01-25,92745.0,93100.0,90112.5,91970.0,77.53080817
2026-01-26,92000.0,93067.5,91160.0,92407.5,48.56925537
2026-01-27,92375.0,93652.5,91337.5,93290.0,30.00895931
2026-01-28,93295.0,94652.5,91797.5,92357.5,32.27243418
2026-01-29,92357.5,92545.0,84842.5,86405.0,87.67668472
2026-01-30,86350.0,88507.5,85742.5,87202.5,93.1875493
2026-01-31,87245.0,87245.0,78602.5,81710.0,180.93801715
2026-02-01,81745.0,82535.0,77750.0,79850.0,188.34423922
2026-02-02,79802.5,82640.0,79800.0,82117.5,152.15881877
2026-02-03,82172.5,82497.5,76275.0,80052.5,132.20954589
2026-02-04,80057.5,81137.5,73327.5,73847.5,257.13045925
2026-02-05,73957.5,75132.5,62257.5,67155.0,416.14442068
2026-02-06,67195.0,74407.5,66902.5,70497.5,248.46711632
2026-02-07,70620.0,72662.5,70295.0,72557.5,123.90303219
2026-02-08,72585.0,75222.5,72477.5,73375.0,123.61546881
2026-02-09,73340.0,74017.5,71267.5,71665.0,136.33859114
2026-02-10,71655.0,72637.5,69055.0,69582.5,86.55454877
2026-02-11,69515.0,71387.5,68172.5,69547.5,107.67605616
2026-02-12,69557.5,70710.0,67472.5,68480.0,97.27396744
2026-02-13,68490.0,71715.0,68462.5,71617.5,108.05338852
2026-02-14,71595.0,73257.5,71585.0,73052.5,121.27120081
2026-02-15,73182.5,73270.0,70245.0,70832.5,100.54577182
2026-02-16,70947.5,72485.0,69500.0,70717.5,80.32808302
2026-02-17,70672.5,70740.0,69000.0,70502.5,55.44609486
2026-02-18,70505.0,70807.5,68092.5,69465.0,76.35785296
2026-02-19,69367.5,70315.0,67882.5,70070.0,92.22659793
2026-02-20,70120.0,70582.5,68772.5,70195.0,63.43306939
2026-02-21,70172.5,71032.5,70042.5,70347.5,15.62453646
2026-02-22,70260.0,70577.5,66500.0,68125.0,75.47838425
2026-02-23,68117.5,68745.0,64605.0,65075.0,122.99070578
2026-02-24,64927.5,68527.5,64380.0,67145.0,101.55621369
2026-02-25,67082.5,72257.5,67065.0,69907.5,189.80226098
2026-02-26,69877.5,70770.0,68505.0,69742.5,89.35784816
2026-02-27,69722.5,70132.5,64807.5,65625.0,123.31244043
2026-02-28,65570.0,70192.5,65137.5,69087.5,104.85580503
2026-03-01,68965.0,69345.0,66975.0,67945.0,117.70132716
2026-03-02,67935.0,72225.0,67245.0,70282.5,91.03730356
2026-03-03,70235.0,71662.5,68172.5,71582.5,76.32274792
2026-03-04,71582.5,76357.5,71157.5,74272.5,134.60176303
2026-03-05,74270.0,75820.0,72277.5,73232.5,85.97697555
2026-03-06,73135.0,73195.0,69325.0,69687.5,195.0533897
2026-03-07,69695.0,70080.0,68327.5,69075.0,43.87718767
2026-03-08,69077.5,69932.5,67285.0,69270.0,167.73394755
2026-03-09,69287.5,72615.0,69135.0,72412.5,169.65472191
2026-03-10,72527.5,73847.5,71412.5,71720.0,81.08865768
2026-03-11,71755.0,73307.5,70955.0,71730.0,82.72216201
2026-03-12,71755.0,74000.0,71322.5,73677.5,112.34624373
2026-03-13,73660.0,75975.0,72147.5,72367.5,174.85307241
2026-03-14,72355.0,73525.0,72190.0,73227.5,30.84267182
2026-03-15,73310.0,76297.5,73005.0,75330.0,125.96243548
2026-03-16,75345.0,78090.0,74777.5,76385.0,101.70154123
2026-03-17,76317.5,76997.5,75277.5,75867.5,69.49940594
2026-03-18,75850.0,76302.5,71347.5,72057.5,81.030814
2026-03-19,71997.5,72732.5,70602.5,72670.0,79.76510408
2026-03-20,72635.0,73197.5,71215.0,72545.0,380.18477535
2026-03-21,72545.0,72910.0,70000.0,70630.0,82.07624025
2026-03-22,70615.0,70695.0,68947.5,69932.5,140.81365038
2026-03-23,70030.0,73592.5,69587.5,73180.0,196.2859216
2026-03-24,73055.0,73267.5,70680.0,72685.0,66.98761665
2026-03-25,72712.5,73802.5,71482.5,71740.0,95.6045977
2026-03-26,71527.5,71742.5,69775.0,70375.0,272.32668243
2026-03-27,70372.5,70455.0,67252.5,68220.0,186.3854424
2026-03-28,68205.0,68957.5,67792.5,68357.5,43.2696832
2026-03-29,68342.5,69385.0,66675.0,69185.0,97.03458014
2026-03-30,69235.0,69975.0,67840.0,68907.5,121.19046118
2026-03-31,68905.0,70895.0,67517.5,70322.5,102.08124043
2026-04-01,70337.5,70777.5,67825.0,68520.0,152.69146633
2026-04-02,68522.5,69085.0,67325.0,68742.5,107.46333586
2026-04-03,68677.5,68980.0,68192.5,68695.0,43.1722883
2026-04-04,68705.0,69437.5,68322.5,68515.0,35.66782246
2026-04-05,68577.5,71462.5,68402.5,70857.5,60.87994931
2026-04-06,70865.0,72095.0,70097.5,70495.0,109.99410602
2026-04-07,70460.0,74572.5,69555.0,73452.5,172.4537547
2026-04-08,73495.0,74750.0,72235.0,72700.0,116.47309099
2026-04-09,72665.0,74890.0,72312.5,73195.0,59.2793265
2026-04-10,73162.5,75217.5,73162.5,74400.0,36.18935498
2026-04-11,74440.0,75420.0,72892.5,73190.0,46.53209483
2026-04-12,73200.0,73287.5,71920.0,72225.0,70.14420692
2026-04-13,72235.0,76367.5,72050.0,76092.5,125.26213313
2026-04-14,76110.0,77500.0,75040.0,75240.0,41.59856881
2026-04-15,75205.0,76955.0,75147.5,76220.0,166.21537373
2026-04-16,76182.5,77052.5,74880.0,76522.5,102.56255769
2026-04-17,76590.0,79862.5,76540.0,78572.5,86.04904207
2026-04-18,78587.5,78602.5,76427.5,76807.5,26.36690348
2026-04-19,76750.0,77705.0,75190.0,76127.5,64.81084442
2026-04-20,76150.0,77952.5,76115.0,77540.0,48.17654416
2026-04-21,77535.0,79837.5,76267.5,79395.0,63.09573337
2026-04-22,79570.0,80760.0,78877.5,79325.0,60.35447826
2026-04-23,79350.0,80000.0,78342.5,78965.0,52.67911352
2026-04-24,79017.5,79787.5,78640.0,78835.0,46.60723968
2026-04-25,78902.5,79507.5,78492.5,79440.0,12.49356613
2026-04-26,79425.0,80817.5,78800.0,78940.0,31.00324492
2026-04-27,78990.0,79552.5,77672.5,78140.0,19.86560277
2026-04-28,78087.5,78702.5,76887.5,78302.5,30.30107751
2026-04-29,78335.0,79147.5,76197.5,77280.0,21.31634864
2026-04-30,77277.5,78710.0,77057.5,78437.5,27.91516514
2026-05-01,78437.5,80142.5,78362.5,79495.0,26.02665157
2026-05-02,79495.0,80597.5,79370.0,79637.5,9.86269523
2026-05-03,79690.0,81940.0,79592.5,81127.5,35.36899677
2026-05-04,81057.5,82650.0,79655.0,82305.0,90.54919565
2026-05-05,82287.5,83132.5,81960.0,82695.0,101.93999542
2026-05-06,82817.5,84192.5,82170.0,82927.5,46.49630754
2026-05-07,82875.0,82915.0,80677.5,81112.5,89.75170114
2026-05-08,81170.0,82082.5,81000.0,81645.0,57.52401722
2026-05-09,81685.0,82460.0,81652.5,82172.5,4.97612002
2026-05-10,82190.0,83875.0,81692.5,82200.0,22.07162092
2026-05-11,82150.0,83597.5,81897.5,82370.0,18.46398275
2026-05-12,82305.0,82730.0,81300.0,82402.5,26.30727955
2026-05-13,82482.5,82730.0,80275.0,81327.5,19.0093384
2026-05-14,81102.5,83427.5,80685.0,82290.0,32.55243044
2026-05-15,82165.0,82172.5,79480.0,79712.5,44.13057143
2026-05-16,79692.5,79790.0,79000.0,79457.5,26.4343599
2026-05-17,79480.0,79870.0,77905.0,78350.0,25.67618507
2026-05-18,78400.0,79050.0,77337.5,78460.0,25.22846015
2026-05-19,78385.0,78670.0,77452.5,78547.5,16.30895938
2026-05-20,78527.5,79590.0,78205.0,79060.0,14.29957101
