date,open,high,low,close,volume
2024-09-27,66207.5,67265.0,65995.0,66720.0,195.23016548
2024-09-28,66580.0,66790.0,66230.0,66255.0,17.92522154
2024-09-29,66275.0,66870.0,65037.5,65327.5,42.13473766
2024-09-30,65310.0,65310.0,63587.5,64722.5,121.56250056
2024-10-01,64757.5,64790.0,60922.5,62427.5,139.56838837
2024-10-02,62410.0,63035.0,60725.0,61667.5,113.61249753
2024-10-03,61645.0,62135.0,60540.0,62135.0,79.26830082
2024-10-04,62090.0,63152.5,61477.5,62750.0,59.5890281
2024-10-05,62755.0,63032.5,62385.0,62652.5,27.90089521
2024-10-06,62597.5,64667.5,62597.5,64207.5,51.96231988
2024-10-07,64337.5,65235.0,62722.5,62997.5,138.66470934
2024-10-08,63007.5,63900.0,62550.0,62975.0,125.91344523
2024-10-09,62970.0,63050.0,60955.0,61607.5,57.06679689
2024-10-10,61532.5,61902.5,59507.5,61250.0,70.73699439
2024-10-11,61242.5,64107.5,61242.5,63477.5,94.82420034
2024-10-12,63465.0,64137.5,63357.5,63537.5,29.97300682
2024-10-13,63540.0,65392.5,62760.0,65340.0,81.05051458
2024-10-14,65360.0,67417.5,65117.5,66492.5,367.5045537
2024-10-15,66467.5,68790.0,65555.0,67692.5,284.0841524
2024-10-16,67720.0,69202.5,67647.5,68002.5,192.09306231
2024-10-17,68020.0,69117.5,67370.0,68692.5,102.65833471
2024-10-18,68682.5,69770.0,68402.5,69030.0,70.13572003
2024-10-19,69055.0,69152.5,68730.0,69060.0,29.66081764
2024-10-20,69070.0,70317.5,68935.0,69290.0,96.12696238
2024-10-21,69300.0,69400.0,67307.5,68120.0,119.74999051
2024-10-22,68072.5,68520.0,67317.5,67480.0,199.1352665
2024-10-23,67487.5,68307.5,65825.0,67772.5,216.05110349
2024-10-24,67787.5,69620.0,67422.5,68225.0,304.17443385
2024-10-25,68235.0,69520.0,66180.0,67572.5,256.41030139
2024-10-26,67572.5,68170.0,67345.0,67760.0,29.12318705
2024-10-27,67757.5,69297.5,67620.0,69130.0,102.12820373
2024-10-28,69055.0,72297.5,68915.0,71772.5,360.72834367
2024-10-29,71805.0,74427.5,71677.5,73070.0,380.91591921
2024-10-30,73122.5,73735.0,72232.5,73232.5,174.25954356
2024-10-31,73175.0,73457.5,69327.5,69690.0,316.82869981
2024-11-01,69690.0,72255.0,69442.5,70382.5,260.01508872
2024-11-02,70330.0,70330.0,68335.0,68840.0,38.45279587
2024-11-03,68825.0,69980.0,67970.0,69060.0,65.23115911
2024-11-04,69107.5,69675.0,67245.0,69327.5,150.56368654
2024-11-05,69345.0,76115.0,69102.5,74095.0,415.34323717
2024-11-06,74090.0,77107.5,73412.5,75497.5,423.84943635
2024-11-07,75482.5,77545.0,75237.5,76305.0,547.91456423
2024-11-08,76920.0,77852.5,76272.5,77095.0,457.05776641
2024-11-09,77140.0,80515.0,76352.5,79545.0,229.05354121
2024-11-10,79565.0,82742.5,79480.0,81885.0,677.2343064
2024-11-11,81885.0,91045.0,81835.0,90055.0,1368.05315527
2024-11-12,90090.0,90640.0,85922.5,87992.5,1008.91669634
2024-11-13,87987.5,94090.0,87720.0,91510.0,653.04510394
2024-11-14,91510.0,92350.0,87230.0,88207.5,590.03930681
2024-11-15,88235.0,92405.0,87937.5,91665.0,382.02063867
2024-11-16,91657.5,92077.5,89935.0,91050.0,58.64297705
2024-11-17,91090.0,92940.0,89310.0,92367.5,117.97685722
2024-11-18,92367.5,93265.0,89905.0,92297.5,431.08644237
2024-11-19,92280.0,94612.5,91617.5,93332.5,410.34595726
2024-11-20,93362.5,98547.5,93185.0,97522.5,646.9387463
2024-11-21,97507.5,100090.0,95985.0,99862.5,571.81730075
2024-11-22,99902.5,100165.0,97582.5,99030.0,275.7263197
2024-11-23,99017.5,99340.0,97377.5,98827.5,218.70954554
2024-11-24,98890.0,98890.0,96057.5,98327.5,255.81797765
2024-11-25,98372.5,99285.0,92710.0,93975.0,928.57661402
2024-11-26,93962.5,94777.5,90850.0,93717.5,1173.4939043
2024-11-27,93715.0,97397.5,92990.0,95367.5,851.79346319
2024-11-28,95365.0,96965.0,94680.0,95862.5,2286.0079481
2024-11-29,95862.5,95862.5,95862.5,95862.5,0
