date,open,high,low,close,volume
2025-12-26,89360.0,89765.0,87372.5,88347.5,46.10211456
2025-12-27,88325.0,88760.0,88210.0,88567.5,289.48601827
2025-12-28,88660.0,91175.0,88247.5,90407.5,403.21727566
2025-12-29,90395.0,90592.5,87397.5,88027.5,113.91272208
2025-12-30,88110.0,89975.0,88110.0,89160.0,138.07474788
2025-12-31,89152.5,89770.0,87705.0,88095.0,233.61994349
2026-01-01,88080.0,89685.0,88080.0,89290.0,187.09920178
2026-01-02,89302.5,91447.5,88932.5,90040.0,499.46257098
2026-01-03,90085.0,92387.5,89970.0,92065.0,20.81481106
2026-01-04,92130.0,94077.5,91507.5,93200.0,56.30453639
2026-01-05,93207.5,95445.0,93032.5,93942.5,153.86418581
2026-01-06,93930.0,95130.0,91865.0,93477.5,150.87778819
2026-01-07,93487.5,93557.5,90087.5,90895.0,42.42439188
2026-01-08,90995.0,92087.5,89800.0,91282.5,240.40945819
2026-01-09,91132.5,92570.0,90155.0,91057.5,359.24443063
2026-01-10,91080.0,91292.5,90850.0,91155.0,6.56673589
2026-01-11,91122.5,93027.5,90777.5,91905.0,72.72293018
2026-01-12,91857.5,92782.5,90550.0,92400.0,235.58805157
2026-01-13,92400.0,97102.5,92252.5,95810.0,407.04852017
2026-01-14,95815.0,98385.0,95255.0,97030.0,231.76880697
2026-01-15,97092.5,97700.0,95590.0,96050.0,222.50238168
2026-01-16,96087.5,96250.0,94825.0,95477.5,60.3578428
2026-01-17,95447.5,96060.0,95260.0,95445.0,11.04651258
2026-01-18,95412.5,95922.5,92430.0,93150.0,68.4900139
2026-01-19,93117.5,93760.0,91097.5,91457.5,92.09586789
2026-01-20,91455.0,91735.0,88152.5,89512.5,237.70034611
2026-01-21,89557.5,90867.5,87550.0,90087.5,220.39094119
2026-01-22,90092.5,90515.0,88807.5,89792.5,75.23484573
2026-01-23,89800.0,91522.5,88867.5,89877.5,136.53495497
2026-01-24,89862.5,89945.0,88880.0,88910.0,22.77504968
2026-01-25,88875.0,89177.5,86367.5,88255.0,160.58121768
2026-01-26,88270.0,89257.5,87282.5,88562.5,440.55859525
2026-01-27,88575.0,89742.5,87510.0,89420.0,87.56130844
2026-01-28,89422.5,90740.0,87895.0,88510.0,164.69872863
2026-01-29,88510.0,88635.0,81315.0,82880.0,534.4893399
2026-01-30,82880.0,84822.5,82087.5,83635.0,228.26508679
2026-01-31,83660.0,83710.0,75790.0,78452.5,440.56457276
2026-02-01,78500.0,79317.5,74645.0,76635.0,529.59363931
2026-02-02,76635.0,79415.0,76590.0,78825.0,373.04011149
2026-02-03,78937.5,79192.5,73080.0,76655.0,655.99953577
2026-02-04,76645.0,76740.0,70197.5,70662.5,838.73112373
2026-02-05,70680.0,71920.0,59910.0,64755.0,1367.17938578
2026-02-06,64800.0,71727.5,64432.5,68145.0,1028.49381113
2026-02-07,68070.0,69925.0,67650.0,69670.0,179.74965947
2026-02-08,69665.0,72202.5,69547.5,70445.0,128.72962329
2026-02-09,70482.5,71097.5,68262.5,68905.0,303.11746099
2026-02-10,68972.5,69945.0,66637.5,66990.0,123.14114197
2026-02-11,66997.5,68740.0,65715.0,67165.0,492.91196542
2026-02-12,67197.5,68380.0,65157.5,66145.0,399.14187824
2026-02-13,66147.5,69397.5,66127.5,69172.5,432.71836817
2026-02-14,69185.0,70872.5,69185.0,70762.5,91.25500446
2026-02-15,70795.0,70905.0,68110.0,68590.0,182.30228801
2026-02-16,68590.0,70127.5,67280.0,68357.5,241.6480546
2026-02-17,68360.0,68432.5,66572.5,68112.5,165.78612562
2026-02-18,68120.0,68407.5,65782.5,67160.0,349.80944617
2026-02-19,67162.5,68010.0,65565.0,67760.0,214.24425457
2026-02-20,67760.0,68275.0,66407.5,67842.5,228.72304885
2026-02-21,67845.0,68690.0,67800.0,67970.0,45.11403359
2026-02-22,67962.5,68205.0,64232.5,65915.0,248.01265611
2026-02-23,65912.5,66555.0,62645.0,63107.5,618.48574572
2026-02-24,63120.0,66287.5,62460.0,65000.0,780.04935117
2026-02-25,64997.5,69987.5,64932.5,67810.0,1387.33439153
2026-02-26,67810.0,68692.5,66482.5,67610.0,3360.14095775
2026-02-27,67610.0,67610.0,67610.0,67610.0,0
