date,open,high,low,close,volume
2018-04-12,7660.1,8292.9,7660.1,8187.4,125.4857461
2018-04-13,8189.0,8290.0,7858.0,8154.3,427.7152433
2018-04-14,8183.9,8189.1,7830.7,8060.4,89.35743051
2018-04-15,8060.4,8415.5,7943.0,8087.2,200.00442604
2018-04-16,8068.7,8153.8,7866.3,8120.5,101.63498491
2018-04-17,8114.7,8189.6,7745.2,8080.5,398.99451585
2018-04-18,8080.5,8268.3,7853.0,8128.8,358.77372643
2018-04-19,8125.3,8366.7,8116.2,8297.6,151.08987478
2018-04-20,8293.7,9045.8,8253.1,8869.4,209.46949215
2018-04-21,8865.0,8956.4,8688.5,8849.2,135.30940329
2018-04-22,8861.3,9027.0,8739.9,8921.3,215.40604846
2018-04-23,8923.2,9301.5,8809.9,9245.9,321.72435756
2018-04-24,9252.3,9797.5,9243.0,9468.8,740.37129736
2018-04-25,9486.2,9502.2,8694.7,8891.4,945.88377718
2018-04-26,8888.9,9359.3,8684.0,9257.6,387.37668711
2018-04-27,9255.4,9416.5,8899.1,9156.1,334.94213987
2018-04-28,9151.4,9694.0,9128.3,9555.8,513.72478755
2018-04-29,9552.6,9552.6,9259.5,9325.0,281.61467727
2018-04-30,9343.7,9457.0,8960.5,9055.4,274.38724156
2018-05-01,9073.3,9253.2,8902.3,9233.5,171.87106289
2018-05-02,9237.8,9381.0,9103.7,9328.5,217.928228
2018-05-03,9328.5,9992.9,9260.9,9854.7,852.61853614
2018-05-04,9849.5,10179.0,9804.2,10105.2,291.09755156
2018-05-05,10104.0,10414.6,10004.1,10092.5,469.32476993
2018-05-06,10091.8,10091.8,9577.6,9639.6,507.388995
2018-05-07,9640.9,9816.8,9520.0,9685.1,225.6077065
2018-05-08,9692.9,9717.1,9209.4,9299.0,466.30489346
2018-05-09,9295.1,9668.9,9287.0,9652.3,180.42784414
2018-05-10,9656.8,9658.7,8852.3,8940.6,455.20260223
2018-05-11,8940.8,9011.5,8384.6,8527.0,652.66258377
2018-05-12,8524.0,8848.8,8461.4,8609.5,482.54615083
2018-05-13,8623.0,8908.4,8410.0,8490.0,667.41050368
2018-05-14,8490.0,9063.4,8454.6,8903.9,654.38710549
2018-05-15,8899.5,9013.0,8226.3,8314.4,859.95857559
2018-05-16,8311.7,8606.8,8221.9,8392.4,603.55398954
2018-05-17,8402.9,8525.5,8055.0,8235.3,364.72178501
2018-05-18,8240.0,8425.0,8190.6,8333.3,159.19456214
2018-05-19,8318.9,8539.8,8293.0,8404.0,93.38000598
2018-05-20,8401.5,8734.7,8401.5,8668.2,207.6345422
2018-05-21,8669.4,8669.4,8385.5,8452.7,187.51849287
2018-05-22,8461.0,8469.0,7988.4,8026.7,537.01490495
2018-05-23,8030.7,8095.0,7547.4,7652.5,1235.06351867
2018-05-24,7659.9,7737.4,7319.0,7509.0,1438.31532319
2018-05-25,7500.0,7674.9,7403.3,7619.1,491.82089712
2018-05-26,7620.0,7648.0,7266.6,7358.1,257.51852969
2018-05-27,7358.1,7503.5,7229.5,7297.9,323.3597562
