date,open,high,low,close,volume
2021-06-25,34095.5,34439.5,30638.0,30685.0,124.08775773
2021-06-26,30708.0,33375.0,30147.0,33227.0,78.71972308
2021-06-27,33155.0,35232.5,32310.5,34930.0,46.6836684
2021-06-28,34930.5,35444.0,33936.5,34875.0,102.37218408
2021-06-29,34901.0,36585.5,34666.0,35176.5,140.71474247
2021-06-30,35139.0,35265.0,33256.0,33306.0,174.33936234
2021-07-01,33274.0,33847.5,32625.0,33295.5,165.21739574
2021-07-02,33288.0,34586.5,32668.5,34468.0,218.70121748
2021-07-03,34488.0,35681.0,34207.0,35533.5,115.2772312
2021-07-04,35600.0,35886.5,34000.0,34190.0,120.22823603
2021-07-05,34190.0,34879.0,33105.0,34877.0,205.53961864
2021-07-06,34843.5,35058.0,33496.5,34730.0,262.24998073
2021-07-07,34713.0,35039.0,32243.0,32466.0,339.56632399
2021-07-08,32422.5,33294.5,32077.5,32867.0,480.21115455
2021-07-09,32867.0,32867.0,32867.0,32867.0,0
