"Date","Open","High","Low","Close","Volume","OpenInt"
05/03/2000,53000.0,53000.0,53000.0,53000.0,0,0
05/04/2000,53930.0,53930.0,53930.0,53930.0,0,0
05/05/2000,52780.0,52780.0,52780.0,52780.0,0,0
05/08/2000,52940.0,52940.0,52940.0,52940.0,0,0
05/09/2000,53140.0,53140.0,53140.0,53140.0,0,0
05/10/2000,53080.0,53080.0,53080.0,53080.0,0,0
05/11/2000,52940.0,52940.0,52940.0,52940.0,0,0
05/12/2000,52910.0,52910.0,52910.0,52910.0,0,0
05/15/2000,53190.0,53190.0,53190.0,53190.0,0,0
05/16/2000,54030.0,54030.0,54030.0,54030.0,0,0
05/17/2000,53010.0,53010.0,53010.0,53010.0,0,0
05/18/2000,53260.0,53260.0,53260.0,53260.0,0,0
05/19/2000,53030.0,53030.0,53030.0,53030.0,0,0
05/22/2000,53070.0,53070.0,53070.0,53070.0,0,0
05/23/2000,52950.0,52950.0,52950.0,52950.0,0,0
05/24/2000,52690.0,52690.0,52690.0,52690.0,0,0
05/25/2000,51990.0,51990.0,51990.0,51990.0,0,0
05/26/2000,52160.0,52160.0,52160.0,52160.0,0,0
05/30/2000,51920.0,52060.0,51920.0,52060.0,0,0
05/31/2000,52130.0,52130.0,52130.0,52130.0,0,0
06/01/2000,52090.0,52090.0,52090.0,52090.0,0,0
06/02/2000,52600.0,52600.0,52600.0,52600.0,0,0
06/05/2000,52840.0,52840.0,52840.0,52840.0,0,0
06/06/2000,53160.0,53160.0,53160.0,53160.0,0,0
06/07/2000,53370.0,53370.0,53370.0,53370.0,0,0
06/08/2000,53240.0,53240.0,53240.0,53240.0,0,0
06/09/2000,52890.0,52890.0,52890.0,52890.0,0,0
06/12/2000,52810.0,52810.0,52810.0,52810.0,0,0
06/13/2000,52620.0,52620.0,52620.0,52620.0,0,0
06/14/2000,53330.0,53330.0,53330.0,53330.0,0,0
06/15/2000,53190.0,53190.0,53190.0,53190.0,0,0
06/16/2000,53310.0,53310.0,53310.0,53310.0,0,0
06/19/2000,52880.0,52880.0,52880.0,52880.0,0,0
06/20/2000,52830.0,52830.0,52830.0,52830.0,0,0
06/21/2000,52330.0,52330.0,52330.0,52330.0,0,0
06/22/2000,52410.0,52410.0,52410.0,52410.0,0,0
06/23/2000,52360.0,52360.0,52360.0,52360.0,0,0
06/26/2000,52650.0,52650.0,52650.0,52650.0,0,0
06/27/2000,52370.0,52370.0,52370.0,52370.0,0,0
06/28/2000,52690.0,52690.0,52690.0,52690.0,0,0
06/29/2000,52930.0,52930.0,52930.0,52930.0,0,0
06/30/2000,53180.0,53180.0,53180.0,53180.0,0,0
07/05/2000,52720.0,52720.0,52720.0,52720.0,0,0
07/06/2000,52840.0,52840.0,52840.0,52840.0,0,0
07/07/2000,52640.0,52640.0,52640.0,52640.0,0,0
07/10/2000,52840.0,52840.0,52840.0,52840.0,0,0
07/11/2000,52410.0,52410.0,52410.0,52410.0,0,0
07/12/2000,52540.0,52540.0,52540.0,52540.0,0,0
07/13/2000,52610.0,52610.0,52610.0,52610.0,0,0
07/14/2000,52810.0,52810.0,52810.0,52810.0,0,0
07/17/2000,52960.0,52960.0,52960.0,52960.0,0,0
07/18/2000,52990.0,52990.0,52990.0,52990.0,0,0
07/19/2000,52630.0,52630.0,52630.0,52630.0,0,0
07/20/2000,52590.0,52590.0,52590.0,52590.0,0,0
07/21/2000,51890.0,51890.0,51890.0,51890.0,0,0
07/24/2000,52060.0,52060.0,52060.0,52060.0,0,0
07/25/2000,52500.0,52500.0,52500.0,52500.0,0,0
07/26/2000,52050.0,52050.0,52050.0,52050.0,0,0
07/27/2000,52180.0,52180.0,52180.0,52180.0,0,0
07/28/2000,52130.0,52130.0,52130.0,52130.0,0,0
07/31/2000,52490.0,52490.0,52490.0,52490.0,0,0
08/01/2000,52390.0,52390.0,52390.0,52390.0,0,0
08/02/2000,52340.0,52340.0,52340.0,52340.0,0,0
08/03/2000,52180.0,52180.0,52180.0,52180.0,0,0
08/04/2000,51650.0,51650.0,51650.0,51650.0,0,0
08/07/2000,51890.0,51890.0,51890.0,51890.0,0,0
08/08/2000,51600.0,51600.0,51600.0,51600.0,0,0
08/09/2000,51440.0,51440.0,51440.0,51440.0,0,0
08/10/2000,51560.0,51560.0,51560.0,51560.0,0,0
08/11/2000,51770.0,51770.0,51770.0,51770.0,0,0
08/14/2000,51420.0,51420.0,51420.0,51420.0,0,0
08/15/2000,51190.0,51190.0,51190.0,51190.0,0,0
08/16/2000,51260.0,51260.0,51260.0,51260.0,0,0
08/17/2000,51330.0,51330.0,51330.0,51330.0,0,0
08/18/2000,51110.0,51110.0,51110.0,51110.0,0,0
08/21/2000,51260.0,51260.0,51260.0,51260.0,0,0
08/22/2000,51120.0,51120.0,51120.0,51120.0,0,0
08/23/2000,50610.0,50610.0,50610.0,50610.0,0,0
08/24/2000,51230.0,51230.0,51230.0,51230.0,0,0
08/25/2000,51580.0,51580.0,51580.0,51580.0,0,0
08/28/2000,51960.0,51960.0,51960.0,51960.0,0,0
08/29/2000,52110.0,52110.0,52110.0,52110.0,0,0
08/30/2000,51740.0,51740.0,51740.0,51740.0,0,0
08/31/2000,52310.0,52310.0,52310.0,52310.0,0,0
09/01/2000,52330.0,52330.0,52330.0,52330.0,0,0
09/05/2000,52260.0,52260.0,52260.0,52260.0,0,0
09/06/2000,52120.0,52120.0,52120.0,52120.0,0,0
09/07/2000,51770.0,51770.0,51770.0,51770.0,0,0
09/08/2000,51670.0,51670.0,51670.0,51670.0,0,0
09/11/2000,51340.0,51340.0,51340.0,51340.0,0,0
09/12/2000,51550.0,51550.0,51550.0,51550.0,0,0
09/13/2000,51530.0,51530.0,51530.0,51530.0,0,0
09/14/2000,51720.0,51720.0,51720.0,51720.0,0,0
09/15/2000,51580.0,51580.0,51580.0,51580.0,0,0
09/18/2000,51660.0,51660.0,51660.0,51660.0,0,0
09/19/2000,51730.0,51730.0,51730.0,51730.0,0,0
09/20/2000,51310.0,51310.0,51310.0,51310.0,0,0
09/21/2000,51690.0,51690.0,51690.0,51690.0,0,0
09/22/2000,52080.0,52080.0,52080.0,52080.0,0,0
09/25/2000,52130.0,52130.0,52130.0,52130.0,0,0
09/26/2000,52180.0,52180.0,52180.0,52180.0,0,0
09/27/2000,52560.0,52560.0,52560.0,52560.0,0,0
09/28/2000,52380.0,52380.0,52380.0,52380.0,0,0
09/29/2000,51930.0,51930.0,51930.0,51930.0,0,0
10/02/2000,52010.0,52010.0,52010.0,52010.0,0,0
10/03/2000,52090.0,52090.0,52090.0,52090.0,0,0
10/04/2000,51720.0,51720.0,51720.0,51720.0,0,0
10/05/2000,51860.0,51860.0,51860.0,51860.0,0,0
10/06/2000,51770.0,51770.0,51770.0,51770.0,0,0
10/09/2000,51790.0,51790.0,51790.0,51790.0,0,0
10/10/2000,52120.0,52120.0,52120.0,52120.0,0,0
10/11/2000,51670.0,51670.0,51670.0,51670.0,0,0
10/12/2000,52200.0,52200.0,52200.0,52200.0,0,0
10/13/2000,51830.0,51830.0,51830.0,51830.0,0,0
10/16/2000,51810.0,51810.0,51810.0,51810.0,0,0
10/17/2000,51440.0,51440.0,51440.0,51440.0,0,0
10/18/2000,51520.0,51520.0,51520.0,51520.0,0,0
10/19/2000,51240.0,51240.0,51240.0,51240.0,0,0
10/20/2000,51240.0,51240.0,51240.0,51240.0,0,0
10/23/2000,50780.0,50780.0,50780.0,50780.0,0,0
10/24/2000,50970.0,50970.0,50970.0,50970.0,0,0
10/25/2000,50600.0,50600.0,50600.0,50600.0,0,0
10/26/2000,50430.0,50430.0,50430.0,50430.0,0,0
10/27/2000,50570.0,50570.0,50570.0,50570.0,0,0
10/30/2000,50470.0,50470.0,50470.0,50470.0,0,0
10/31/2000,50800.0,50800.0,50560.0,50560.0,12,12
11/01/2000,50800.0,50800.0,50630.0,50630.0,208,218
11/02/2000,50020.0,50020.0,50020.0,50020.0,0,218
11/03/2000,50360.0,50360.0,50360.0,50360.0,0,218
11/06/2000,50580.0,50580.0,50580.0,50580.0,0,218
11/07/2000,50190.0,50190.0,50190.0,50190.0,0,218
11/08/2000,50390.0,50390.0,50390.0,50390.0,0,218
11/09/2000,50540.0,50540.0,50540.0,50540.0,0,218
11/10/2000,50220.0,50220.0,50220.0,50220.0,0,218
11/13/2000,49870.0,49870.0,49870.0,49870.0,0,218
11/14/2000,49940.0,49940.0,49940.0,49940.0,0,224
11/15/2000,49920.0,49920.0,49920.0,49920.0,0,224
11/16/2000,49740.0,49740.0,49740.0,49740.0,0,224
11/17/2000,49610.0,49610.0,49610.0,49610.0,4,218
11/20/2000,49620.0,49620.0,49620.0,49620.0,0,218
11/21/2000,50050.0,50050.0,49420.0,49420.0,5,219
