931207,616.4,616.4,616.4,616.4,0,0
931208,624.1,624.1,624.1,624.1,0,0
931209,622.5,622.5,622.5,622.5,0,0
931210,626.1,626.1,626.1,626.1,0,0
931213,637.3,637.3,637.3,637.3,0,0
931214,636,636,636,636,0,0
931215,638.2,638.2,638.2,638.2,0,0
931216,630.4,630.4,630.4,630.4,0,0
931217,632,632,632,632,0,0
931220,641.6,641.6,641.6,641.6,0,0
931221,637.1,637.1,637.1,637.1,0,0
931222,634.3,634.3,634.3,634.3,0,0
931223,634,634,634,634,0,0
931227,640,640,640,640,0,0
931228,638.5,638.5,638.5,638.5,0,0
931229,641.1,641.1,641.1,641.1,0,0
931230,638.4,638.4,638.4,638.4,0,0
940103,657.5,657.5,657.5,657.5,0,0
940104,656.1,656.1,656.1,656.1,0,0
940105,641.1,641.1,641.1,641.1,0,0
940106,646.4,646.4,646.4,646.4,0,0
940107,630.9,630.9,630.9,630.9,0,0
940110,634.6,634.6,634.6,634.6,0,0
940111,641.7,641.7,641.7,641.7,1,1
940112,636.2,636.2,636.2,636.2,0,1
940113,646.5,646.5,646.5,646.5,0,1
940114,649.6,649.6,649.6,649.6,0,0
940117,660.1,660.1,660.1,660.1,0,0
940118,661.3,661.3,661.3,661.3,0,0
940119,661.4,661.4,661.4,661.4,0,0
940120,654.2,654.2,654.2,654.2,0,0
940121,638.9,638.9,638.9,638.9,0,0
940124,637.2,637.2,637.2,637.2,0,0
940125,635.4,635.4,635.4,635.4,0,0
940126,638.7,638.7,638.7,638.7,0,0
940127,622.6,622.6,622.6,622.6,0,0
940128,626.6,626.6,626.6,626.6,0,0
940131,638.1,638.1,638.1,638.1,0,0
940201,654,654,654,654,0,0
940202,660.2,660.2,660.2,660.2,0,0
940203,673.4,673.4,673.4,673.4,0,0
940204,670.5,670.5,670.5,670.5,0,0
940207,652.8,652.8,652.8,652.8,0,0
940208,657.7,657.7,657.7,657.7,0,0
940209,666.2,666.2,666.2,666.2,0,0
940210,665,665,665,665,0,0
940211,658.7,658.7,658.7,658.7,0,0
940214,668.7,668.7,668.7,668.7,0,0
940215,660.1,660.1,660.1,660.1,0,0
940216,662.7,662.7,662.7,662.7,0,0
940217,658.2,658.2,658.2,658.2,0,0
940218,652.6,652.6,652.6,652.6,0,0
940222,656.5,656.5,656.5,656.5,0,0
940223,658.2,658.2,658.2,658.2,0,0
940224,654.7,654.7,654.7,654.7,0,0
940225,663.6,663.6,663.6,663.6,0,0
940228,682.8,682.8,682.8,682.8,0,0
940301,672.7,672.7,672.7,672.7,0,0
940302,673.1,673.1,673.1,673.1,0,0
940303,669.6,669.6,669.6,669.6,0,0
940304,669.7,669.7,669.7,669.7,0,0
940307,663.2,663.2,663.2,663.2,0,0
940308,666.1,666.1,666.1,666.1,0,0
940309,679.4,679.4,679.4,679.4,0,0
940310,687.8,687.8,687.8,687.8,0,0
940311,687.9,687.9,687.9,687.9,0,0
940314,694.9,694.9,694.9,694.9,0,0
940315,696.4,696.4,696.4,696.4,0,0
940316,687.6,687.6,687.6,687.6,0,0
940317,685,685,685,685,0,0
940318,692,692,692,692,0,0
940321,693,693,693,693,0,0
